SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;INJ;INJ %;

997 ;0:00.01 ;2867 ;0 ;82;0.942 ;0.0 ;2.80 ;7 ;
997 ;0:00.02 ;2776 ;0 ;82;0.975 ;0.0 ;2.87 ;7 ;
997 ;0:00.03 ;2768 ;0 ;82;1.006 ;0.0 ;2.87 ;7 ;
997 ;0:00.04 ;2808 ;0 ;82;1.007 ;0.0 ;2.84 ;7 ;
997 ;0:00.05 ;2832 ;0 ;82;1.008 ;0.0 ;2.82 ;7 ;
997 ;0:00.06 ;2869 ;0 ;82;1.006 ;0.0 ;2.79 ;6 ;
997 ;0:00.07 ;2869 ;0 ;82;1.009 ;0.0 ;2.79 ;6 ;
997 ;0:00.08 ;2921 ;0 ;82;1.006 ;0.0 ;2.77 ;6 ;
997 ;0:00.09 ;2883 ;0 ;82;1.010 ;0.0 ;2.78 ;6 ;
997 ;0:00.10 ;2807 ;0 ;82;1.005 ;0.0 ;2.84 ;7 ;
997 ;0:00.11 ;2718 ;0 ;82;1.024 ;0.0 ;2.91 ;7 ;
997 ;0:00.12 ;2716 ;0 ;82;1.020 ;0.0 ;2.91 ;7 ;
997 ;0:00.13 ;2756 ;0 ;82;1.017 ;0.0 ;2.88 ;7 ;
997 ;0:00.14 ;2794 ;0 ;82;1.017 ;0.0 ;2.85 ;7 ;
997 ;0:00.15 ;2828 ;0 ;82;1.018 ;0.0 ;2.83 ;7 ;
997 ;0:00.16 ;2881 ;0 ;82;1.023 ;0.0 ;2.79 ;6 ;
997 ;0:00.17 ;2833 ;0 ;83;1.021 ;0.0 ;2.82 ;7 ;
997 ;0:00.18 ;2755 ;0 ;83;1.025 ;0.0 ;2.88 ;7 ;
997 ;0:00.19 ;2692 ;0 ;83;1.003 ;0.0 ;2.93 ;7 ;
997 ;0:00.20 ;2703 ;0 ;82;0.966 ;0.0 ;2.92 ;7 ;
997 ;0:00.21 ;2744 ;0 ;82;0.965 ;0.0 ;2.89 ;7 ;
997 ;0:00.22 ;2744 ;0 ;82;0.965 ;0.0 ;2.89 ;7 ;
997 ;0:00.23 ;2785 ;0 ;82;0.966 ;0.0 ;2.86 ;7 ;
997 ;0:00.24 ;2793 ;0 ;82;0.964 ;0.0 ;2.85 ;7 ;
997 ;0:00.25 ;2836 ;0 ;82;0.965 ;0.0 ;2.82 ;7 ;
997 ;0:00.26 ;2801 ;0 ;82;0.960 ;0.0 ;2.85 ;7 ;
997 ;0:00.27 ;2733 ;0 ;82;0.962 ;0.0 ;2.90 ;7 ;
997 ;0:00.28 ;2707 ;0 ;82;0.965 ;0.0 ;2.92 ;7 ;
997 ;0:00.29 ;2724 ;0 ;82;0.970 ;0.0 ;2.90 ;7 ;
997 ;0:00.30 ;2748 ;0 ;82;0.971 ;0.0 ;2.89 ;7 ;
997 ;0:00.31 ;2771 ;0 ;83;0.971 ;0.0 ;2.87 ;7 ;
997 ;0:00.32 ;2772 ;0 ;83;0.974 ;0.0 ;2.87 ;7 ;
997 ;0:00.33 ;2802 ;0 ;82;0.971 ;0.0 ;2.85 ;7 ;
997 ;0:00.34 ;2802 ;0 ;83;0.974 ;0.0 ;2.88 ;7 ;
997 ;0:00.35 ;2758 ;0 ;83;0.969 ;0.0 ;2.88 ;7 ;
997 ;0:00.36 ;2696 ;0 ;82;0.991 ;0.0 ;2.93 ;7 ;
997 ;0:00.37 ;2670 ;0 ;82;0.987 ;0.0 ;2.95 ;7 ;
997 ;0:00.38 ;2700 ;0 ;82;0.984 ;0.0 ;2.92 ;7 ;
997 ;0:00.39 ;2734 ;0 ;82;0.983 ;0.0 ;2.90 ;7 ;
997 ;0:00.40 ;2762 ;0 ;83;0.984 ;0.0 ;2.88 ;7 ;
997 ;0:00.41 ;2740 ;0 ;83;0.990 ;0.0 ;2.89 ;7 ;
997 ;0:00.42 ;2769 ;0 ;83;0.988 ;0.0 ;2.87 ;7 ;
997 ;0:00.43 ;2726 ;0 ;83;0.993 ;0.0 ;2.90 ;7 ;
997 ;0:00.44 ;2667 ;0 ;83;1.011 ;0.0 ;2.95 ;7 ;
997 ;0:00.45 ;2667 ;0 ;83;1.014 ;0.0 ;2.95 ;7 ;
997 ;0:00.46 ;2667 ;0 ;82;1.013 ;0.0 ;2.95 ;7 ;
997 ;0:00.47 ;2718 ;0 ;82;1.013 ;0.0 ;2.91 ;7 ;
997 ;0:00.48 ;2763 ;0 ;83;1.011 ;2.0 ;2.88 ;7 ;
997 ;0:00.49 ;2760 ;0 ;83;1.007 ;2.0 ;2.88 ;7 ;
997 ;0:00.50 ;2709 ;0 ;83;1.008 ;2.0 ;2.92 ;7 ;
997 ;0:00.51 ;2713 ;0 ;83;1.007 ;2.0 ;2.91 ;7 ;
997 ;0:00.52 ;2673 ;0 ;83;0.992 ;2.0 ;2.94 ;7 ;
997 ;0:00.53 ;2659 ;0 ;83;0.989 ;2.0 ;2.95 ;7 ;
997 ;0:00.54 ;2672 ;0 ;83;0.992 ;2.0 ;2.94 ;7 ;
997 ;0:00.55 ;2718 ;0 ;83;0.991 ;2.0 ;2.91 ;7 ;
997 ;0:00.56 ;2718 ;0 ;83;0.990 ;2.0 ;2.91 ;7 ;
997 ;0:00.57 ;2736 ;0 ;83;0.992 ;2.0 ;2.90 ;7 ;
997 ;0:00.58 ;2729 ;0 ;82;0.988 ;2.0 ;2.90 ;7 ;
997 ;0:00.59 ;2694 ;0 ;82;0.988 ;2.0 ;2.93 ;7 ;
997 ;0:00.60 ;2710 ;0 ;83;0.966 ;2.0 ;2.92 ;7 ;
997 ;0:00.61 ;2691 ;0 ;83;0.966 ;2.0 ;2.93 ;7 ;
997 ;0:00.62 ;2689 ;0 ;83;0.965 ;2.0 ;2.93 ;7 ;
997 ;0:00.63 ;2701 ;0 ;83;0.967 ;2.0 ;2.92 ;7 ;
997 ;0:00.64 ;2743 ;0 ;83;0.967 ;2.0 ;2.89 ;7 ;
997 ;0:00.65 ;2766 ;0 ;83;0.966 ;2.0 ;2.87 ;7 ;
997 ;0:00.66 ;2766 ;0 ;83;0.968 ;2.0 ;2.87 ;7 ;
997 ;0:00.67 ;2758 ;0 ;83;0.966 ;2.0 ;2.88 ;7 ;
997 ;0:00.68 ;2681 ;0 ;83;0.968 ;2.0 ;2.94 ;7 ;
997 ;0:00.69 ;2656 ;0 ;83;0.959 ;2.0 ;2.96 ;7 ;
997 ;0:00.70 ;2647 ;0 ;83;0.959 ;2.0 ;2.96 ;7 ;
997 ;0:00.71 ;2643 ;0 ;83;0.957 ;2.0 ;2.97 ;7 ;
997 ;0:00.72 ;2672 ;0 ;83;0.963 ;2.0 ;2.94 ;7 ;
997 ;0:00.73 ;2726 ;0 ;83;0.965 ;2.0 ;2.90 ;7 ;
997 ;0:00.74 ;2712 ;0 ;83;0.963 ;2.0 ;2.91 ;7 ;
997 ;0:00.75 ;2700 ;0 ;83;0.966 ;2.0 ;2.92 ;7 ;
997 ;0:00.76 ;2700 ;0 ;83;0.963 ;2.0 ;2.92 ;7 ;
997 ;0:00.77 ;2641 ;0 ;83;0.961 ;2.0 ;2.97 ;7 ;
997 ;0:00.78 ;2641 ;0 ;83;0.954 ;2.0 ;2.97 ;7 ;
997 ;0:00.79 ;2649 ;0 ;83;0.953 ;2.0 ;2.96 ;7 ;
997 ;0:00.80 ;2639 ;0 ;83;0.951 ;2.0 ;2.97 ;7 ;
997 ;0:00.81 ;2661 ;0 ;83;0.957 ;2.0 ;2.95 ;7 ;
997 ;0:00.82 ;2716 ;0 ;83;0.959 ;2.0 ;2.91 ;7 ;
997 ;0:00.83 ;2678 ;0 ;83;0.957 ;2.0 ;2.94 ;7 ;
997 ;0:00.84 ;2653 ;0 ;83;0.960 ;2.0 ;2.96 ;7 ;
997 ;0:00.85 ;2653 ;0 ;83;0.955 ;2.0 ;2.96 ;7 ;
997 ;0:00.86 ;2594 ;0 ;83;0.959 ;2.0 ;3.00 ;7 ;
997 ;0:00.87 ;2593 ;0 ;83;0.951 ;2.0 ;3.00 ;7 ;
997 ;0:00.88 ;2624 ;0 ;83;0.951 ;2.0 ;2.98 ;7 ;
997 ;0:00.89 ;2645 ;0 ;83;0.953 ;2.0 ;2.96 ;7 ;
997 ;0:00.90 ;2666 ;0 ;83;0.956 ;2.0 ;2.95 ;7 ;
997 ;0:00.91 ;2717 ;0 ;83;0.957 ;2.0 ;2.91 ;7 ;
997 ;0:00.92 ;2687 ;0 ;83;0.956 ;2.0 ;2.93 ;7 ;
997 ;0:00.93 ;2687 ;0 ;83;0.967 ;2.0 ;2.93 ;7 ;
997 ;0:00.94 ;2653 ;0 ;83;0.964 ;2.0 ;2.96 ;7 ;
997 ;0:00.95 ;2604 ;0 ;83;0.966 ;2.0 ;3.00 ;7 ;
997 ;0:00.96 ;2612 ;0 ;83;0.958 ;2.0 ;2.99 ;7 ;
997 ;0:00.97 ;2631 ;0 ;83;0.959 ;2.0 ;2.98 ;7 ;
997 ;0:00.98 ;2639 ;0 ;83;0.963 ;3.3 ;2.97 ;7 ;
